mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
32025;2;20250300009437;2;2;15;9;8;1;1;6;4897.8825078;227.66110706
32025;2;20250300009439;2;2;15;9;1;1;2;6;1802.3619583;1450.0757668
32025;2;20250300009442;2;2;1;9;1;1;2;6;583.90146225;3155.653621
32025;2;20250300009443;2;2;6;9;2;1;2;6;864.49206993;630.09534089
32025;2;20250300009444;2;2;15;9;2;1;1;6;2246.0960977;4988.6705668
32025;2;20250300009493;2;2;6;9;1;1;1;1;431.08003794;1326.0302623
32025;2;20250300009494;2;2;13;9;1;1;2;6;1376.8488396;5025.7828295
32025;2;20250300009495;2;2;6;9;7;3;3;6;701.20169832;200.16584275
32025;2;20250300009496;2;2;6;9;2;1;2;6;864.49206993;630.09534089
32025;2;20250300009497;2;2;15;9;6;1;1;6;3262.2656367;1417.7316736
32025;2;20250300009499;2;2;2;9;1;1;2;6;592.12042906;832.39611877
32025;2;20250300009501;2;2;2;13;2;1;2;6;1073.597814;1616.6063922
32025;2;20250300009503;2;2;14;13;4;3;3;6;2062.6187459;673.74876436
32025;2;20250300009505;2;2;14;9;7;3;1;6;1956.0466033;326.15452667
32025;2;20250300009510;2;2;14;13;18;1;1;1;7303.0769057;319.65266156
32025;2;20250300009515;2;2;14;9;4;1;1;6;1458.1416291;501.9430807
32025;2;20250300009519;2;2;13;13;3;3;3;6;1480.8746236;648.72805982
32025;2;20250300009521;2;2;14;13;13;3;1;6;3782.2981105;933.10282632
32025;2;20250300009522;2;2;13;13;1;1;1;6;1160.006698;2579.1197523
32025;2;20250300009523;2;2;13;1;27;1;1;6;6137.1827531;88.65332287
32025;2;20250300009525;2;2;14;4;45;3;3;6;5822.4512773;413.37792251
32025;2;20250300009526;2;2;14;13;7;1;1;6;2764.2002151;491.49534656
32025;2;20250300009527;2;2;14;4;39;3;1;6;5744.1309316;561.54037713
32025;2;20250300009528;2;2;14;13;4;3;1;6;1714.1199292;1920.4523586
32025;2;20250300009529;2;2;14;13;15;1;2;6;4693.7845454;24.897211748
32025;2;20250300009586;2;2;14;13;10;3;3;6;2503.3037897;1347.4975287
32025;2;20250300009587;2;2;14;13;14;3;1;6;2677.1903667;578.78832491
32025;2;20250300009590;2;2;15;13;3;1;1;6;4483.0290025;1227.8997413
32025;2;20250300009591;2;2;15;1;13;1;1;6;4893.7058071;236.41247068
32025;2;20250300009593;2;2;15;13;1;1;2;6;1749.8137308;2675.3742939
32025;2;20250300009595;2;2;15;5;7;1;1;6;2874.5745767;1010.2283292
32025;2;20250300009596;2;2;13;13;4;1;1;6;2370.5059508;1079.4686233
32025;2;20250300009599;2;2;13;9;8;1;1;6;3059.4785342;294.7097349
32025;2;20250300009600;2;2;13;13;6;1;1;6;2581.3892862;301.99913903
32025;2;20250300009601;2;2;13;13;7;1;1;6;3219.4466418;1117.0578879
32025;2;20250300009603;2;2;14;13;11;3;3;6;2850.7367773;673.74876436
32025;2;20250300009604;2;2;14;13;10;1;1;6;3676.9207309;512.76169478
32025;2;20250300009605;2;2;14;13;2;1;1;6;2027.6865891;2030.3582077
32025;2;20250300009606;2;2;14;13;1;1;1;6;1680.6777682;1348.1968895
32025;2;20250300009607;2;2;14;13;11;1;1;6;3917.5045493;158.00717419
32025;2;20250300009608;2;2;13;13;1;1;2;6;1146.1314547;1264.1191731
32025;2;20250300009609;2;2;14;13;18;1;3;6;5152.509843;9.1411168074
32025;2;20250300009610;2;2;13;13;5;3;1;6;1626.0433974;924.56669199
32025;2;20250300009611;2;2;13;10;9;1;1;6;2812.859588;777.452774
32025;2;20250300009612;2;2;13;13;4;1;1;6;2370.5059508;1079.4686233
32025;2;20250300009613;2;2;14;1;31;1;1;6;6489.5725747;181.33847715
32025;2;20250300009614;2;2;14;13;6;1;3;6;2542.3914538;457.98842375
32025;2;20250300009616;2;2;14;3;8;1;3;6;2881.1413485;207.19896437
32025;2;20250300009617;2;2;14;9;4;1;1;6;1565.1050852;1003.8861614
32025;2;20250300009675;2;2;14;13;2;1;1;1;1386.679393;3255.7664422
32025;2;20250300009676;2;2;14;3;61;3;1;6;5855.5028958;345.65623179
32025;2;20250300009680;2;2;15;13;4;3;3;6;2504.9698533;749.2734575
32025;2;20250300009682;2;2;15;13;4;1;3;6;4090.0373517;575.212491
32025;2;20250300009684;2;2;15;13;3;1;2;6;2796.0386367;1341.5956337
32025;2;20250300009685;2;2;13;13;7;1;1;6;2847.3977743;990.44375409
32025;2;20250300009686;2;2;13;13;5;1;1;6;2706.1984007;1614.9268586
32025;2;20250300009687;2;2;13;13;3;1;1;6;2029.4110268;1443.1025188
32025;2;20250300009689;2;2;13;1;5;1;1;6;2106.5132476;1131.467208
32025;2;20250300009694;8;1;12;10;14;3;3;6;894.20771364;173.44366348
32025;2;20250300009704;2;1;2;15;7;1;1;6;1170.4555238;290.24378989
32025;2;20250300009717;8;1;1;1;20;3;1;6;996.61823661;361.93898143
32025;2;20250300009718;2;1;6;13;21;2;1;6;2347.6292419;26.267539029
32025;2;20250300009731;8;3;2;1;15;2;1;6;2521.7937816;86.753328174
32025;2;20250300009743;2;3;13;9;4;1;1;1;1774.385131;581.31479199
32025;2;20250300009788;2;1;2;9;7;3;3;6;407.65991167;88.071986711
32025;2;20250300009789;2;1;9;1;3;3;2;6;336.35496184;365.36549698
32025;2;20250300009790;2;1;1;9;10;2;1;6;1073.8813824;91.682188116
32025;2;20250300009791;2;1;6;1;45;3;3;6;2454.917496;102.39160875
32025;2;20250300009792;2;1;3;10;3;3;3;6;223.70834843;941.13385195
32025;2;20250300009793;2;1;6;9;15;3;1;6;1023.4991463;204.84708062
32025;2;20250300009794;2;1;1;10;90;3;3;6;2653.6221459;586.97532397
32025;2;20250300009796;2;1;3;9;3;1;3;6;354.20824432;1530.8971546
32025;2;20250300009834;2;2;2;10;5;3;1;6;1034.6828478;637.4409952
32025;2;20250300009835;2;2;2;10;30;3;1;6;2053.1592422;424.96066346
32025;2;20250300009836;2;2;2;10;30;2;1;6;3548.0331791;1965.0104408
32025;2;20250300009840;2;2;6;10;49;3;1;6;3135.5999223;537.91006722
32025;2;20250300009841;2;2;6;10;120;2;3;6;9097.191275;872.61012335
32025;2;20250300009843;2;2;6;10;60;3;1;6;5463.6837663;537.91006722
32025;2;20250300009844;2;2;6;14;45;3;1;6;3077.522946;388.34987791
32025;2;20250300009845;2;2;8;10;10;3;1;6;1063.4140239;1317.0448574
32025;2;20250300009846;2;2;8;10;21;3;1;6;2635.9704664;1317.0448574
32025;2;20250300009847;2;2;8;10;4;1;1;1;903.40195698;2124.8301598
32025;2;20250300009849;2;2;8;10;4;1;1;6;1111.0571599;1325.0847171
32025;2;20250300009850;2;2;8;14;9;3;3;6;914.32654912;1334.3461368
32025;2;20250300009852;2;2;8;12;14;1;3;6;2424.6364975;1295.3192001
32025;2;20250300009853;2;2;8;10;3;1;1;1;783.28069375;2219.4604378
32025;2;20250300009854;2;2;8;10;2;3;1;6;705.87616523;1317.0448574
32025;2;20250300009857;2;2;8;10;3;1;1;1;578.17233528;3329.1906566
32025;2;20250300009861;2;2;1;10;90;3;1;6;6724.0165342;848.80112312
32025;2;20250300009862;2;2;1;10;5;3;1;6;680.75104655;1273.2016847
32025;2;20250300009863;2;2;1;14;5;3;3;6;704.55145946;276.17812575
32025;2;20250300009864;2;2;8;14;2;1;2;6;620.55666977;1013.0933563
32025;2;20250300009865;2;2;8;10;16;3;1;6;1007.5811351;845.95246325
32025;2;20250300009866;2;2;8;10;10;3;1;6;1087.6224764;1317.0448574
32025;2;20250300009868;2;2;8;10;5;3;3;6;568.10161522;296.78394481
32025;2;20250300009909;2;2;2;10;5;3;3;6;858.75180297;191.52195369
32025;2;20250300009910;2;2;2;1;90;3;3;6;6916.454319;206.98975091
32025;2;20250300009912;2;2;6;10;13;3;1;6;1227.4891867;537.91006722
32025;2;20250300009914;2;2;6;10;4;1;3;6;1132.1824409;460.07612678
32025;2;20250300009917;2;2;6;14;5;3;3;6;809.78668392;175.02214611
32025;2;20250300009918;2;2;6;10;6;1;1;1;1371.679168;1060.7565407
32025;2;20250300009919;2;2;4;10;60;3;1;6;3329.7888891;427.33022417
32025;2;20250300009922;2;2;8;10;7;3;1;6;678.13709271;1317.0448574
32025;2;20250300009923;2;2;8;14;4;3;1;6;671.29913491;950.85450292
32025;2;20250300009924;2;2;8;10;2;1;1;6;635.99752066;2891.4788014
32025;2;20250300009927;2;2;8;10;8;3;1;6;956.42279374;1733.4937017
32025;2;20250300009930;2;2;8;10;9;3;1;6;782.21396318;658.52242872
32025;2;20250300009932;2;2;8;10;3;1;1;6;840.57028213;692.04898395
32025;2;20250300009933;2;2;8;10;23;1;1;6;3716.6363337;579.03272817
32025;2;20250300009934;2;2;8;10;4;1;1;6;1007.8852579;1987.6270756
32025;2;20250300009935;2;2;1;10;7;3;1;6;677.1936775;848.80112312
32025;2;20250300009937;2;2;1;10;10;3;1;6;1078.1080555;545.19433933
32025;2;20250300009942;2;2;8;10;6;3;1;6;628.83154085;658.52242872
32025;2;20250300009943;2;2;8;10;9;3;1;6;964.07676492;1317.0448574
32025;2;20250300009944;2;2;8;10;4;3;1;6;647.27542411;845.95246325
32025;2;20250300009945;2;2;8;10;7;3;3;6;677.1936775;296.78394481
32025;2;20250300010003;2;2;8;4;14;2;3;6;2536.9571296;90.988207654
32025;2;20250300010004;2;2;14;4;5;3;1;6;2198.1445687;580.95685498
32025;2;20250300010005;2;2;8;4;2;3;1;6;473.83035636;35.419947345
32025;2;20250300010006;2;2;8;4;6;2;1;6;1434.601962;129.67631797
32025;2;20250300010007;2;2;8;4;6;3;1;6;716.54364164;54.039483183
32025;2;20250300010008;2;2;8;4;3;3;3;6;624.03259017;12.639048246
32025;2;20250300010122;2;2;11;13;4;1;2;6;1708.1140668;292.54525555
32025;2;20250300010123;2;2;11;13;3;1;1;6;1185.3410381;383.50021265
32025;2;20250300010124;2;2;11;13;8;1;1;6;2231.8993716;218.87709833
32025;2;20250300010125;2;2;11;13;3;1;2;6;1397.75771;375.93444141
32025;2;20250300010126;2;2;12;13;2;1;1;6;1043.7010202;1359.8627839
32025;2;20250300010127;2;2;12;13;3;1;1;6;1288.2073237;947.32763544
32025;2;20250300010128;2;2;12;13;1;1;3;6;789.51614599;684.83258104
32025;2;20250300010158;2;2;14;13;4;3;1;6;2328.2668894;1916.2027469
32025;2;20250300010159;2;2;14;13;3;1;1;6;2477.2231398;1016.9712508
32025;2;20250300010160;2;2;14;13;9;1;3;1;4575.9790995;104.28450655
32025;2;20250300010161;2;2;4;13;3;1;1;6;1097.8826799;765.01607744
32025;2;20250300010162;2;2;8;13;45;3;3;6;2741.1855845;371.80177762
32025;2;20250300010163;2;2;8;13;4;1;2;6;1484.3371354;202.79276158
32025;2;20250300010164;2;2;8;13;1;3;1;6;354.26796407;529.89158463
32025;2;20250300010166;2;2;8;13;3;1;1;6;1064.9249953;611.65117701
32025;2;20250300010167;2;2;8;13;4;1;3;6;1269.7258579;145.15445927
32025;2;20250300010168;2;2;8;12;2;1;2;6;645.29910179;602.92707519
32025;2;20250300010169;2;2;4;13;2;1;1;6;855.72742833;568.73381026
32025;2;20250300010170;2;2;8;8;2;1;2;6;522.55210275;315.72003636
32025;2;20250300010171;2;2;12;13;3;1;1;6;888.10273209;2841.9829063
32025;2;20250300010172;2;2;12;9;2;1;1;6;740.65440446;557.73856495
32025;2;20250300010173;2;2;12;13;4;1;1;6;1527.2304139;329.97066303
32025;2;20250300010204;2;2;14;13;12;3;1;6;2611.066367;638.73424898
32025;2;20250300010205;2;2;11;1;5;3;3;6;811.31352607;173.5596468
32025;2;20250300010206;2;2;14;13;1;1;1;6;1680.6777682;896.80905004
32025;2;20250300010207;2;2;1;13;12;1;1;6;2627.8087412;359.24350313
32025;2;20250300010209;2;2;14;13;1;1;1;6;1242.3103774;1793.6181001
32025;2;20250300010210;2;2;12;13;3;1;1;6;1288.2073237;473.66381772
32025;2;20250300010211;2;2;12;13;7;3;3;6;1319.3050283;435.54430353
32025;2;20250300010212;2;2;12;13;2;1;1;6;1043.7010202;3399.6569598
32025;2;20250300010213;2;2;12;2;10;2;3;6;1156.954296;3881.9258697
32025;2;20250300010259;2;2;5;13;5;3;3;6;627.53222655;568.28384926
32025;2;20250300010260;2;2;5;8;45;3;3;6;2390.5364909;206.15362914
32025;2;20250300010261;2;2;5;13;2;1;1;6;662.09156866;1318.4541234
32025;2;20250300010264;2;2;5;13;4;1;1;6;943.54619384;1438.8275833
32025;2;20250300010265;2;2;8;13;4;1;2;6;1658.3471689;284.18201149
32025;2;20250300010266;2;2;8;13;1;1;1;6;782.0687352;1336.7173048
32025;2;20250300010267;2;2;8;13;3;1;1;6;1120.1603545;611.65117701
32025;2;20250300010268;2;2;8;13;3;1;1;6;1120.1603545;611.65117701
32025;2;20250300010269;2;2;8;13;3;1;2;6;1372.6453984;599.58439652
32025;2;20250300010270;2;2;14;13;2;1;3;6;1784.2034255;473.82041705
32025;2;20250300010271;2;2;8;13;2;1;1;6;862.32908699;904.21497048
32025;2;20250300010272;2;2;8;12;7;3;3;6;686.82982829;360.94739364
32025;2;20250300010273;2;2;8;13;3;1;1;1;1500.4774818;980.80888822
32025;2;20250300010274;2;2;12;1;10;1;1;6;1978.3541214;83.097645713
32025;2;20250300010275;2;2;12;13;4;1;1;6;1040.8862914;989.91198908
32025;2;20250300010276;2;2;12;9;2;1;2;6;892.75342768;1093.4707672
32025;2;20250300010277;2;2;12;13;2;1;1;6;1222.1959922;1359.8627839
32025;2;20250300010474;2;2;1;4;4;1;3;1;980.25960415;1618.1362389
32025;2;20250300010475;2;2;1;4;7;1;1;6;1469.8896436;900.01425598
32025;2;20250300010476;2;2;1;4;7;1;1;1;1127.8895625;1443.2114495
32025;2;20250300010477;2;2;1;4;14;3;3;6;1165.3279542;787.01485235
32025;2;20250300010478;2;2;1;4;50;3;3;6;2275.7111247;787.01485235
32025;2;20250300010479;2;2;1;4;6;1;3;6;1062.5946278;738.29068292
32025;2;20250300010480;2;2;1;4;7;1;1;1;1394.5040239;1443.2114495
32025;2;20250300010486;2;2;1;4;6;2;3;6;1336.9353548;7278.284956
32025;2;20250300010488;2;2;1;4;5;1;1;6;1056.9567513;615.07278648
32025;2;20250300010491;2;2;1;4;5;2;3;6;1403.7816691;14556.569912
32025;2;20250300010492;2;2;1;4;10;1;1;1;1718.1776454;1443.2114495
32025;2;20250300010493;2;2;8;4;3;1;3;1;738.15589562;189.85628443
32025;2;20250300010494;2;2;8;4;7;1;3;6;1337.7108654;89.689429828
32025;2;20250300010495;2;2;8;4;3;1;3;6;939.74956087;236.79601853
32025;2;20250300010496;2;2;8;4;10;3;3;6;896.22112012;131.51606927
32025;2;20250300010497;2;2;6;4;6;1;1;6;1329.8450407;511.27781263
32025;2;20250300010498;2;2;6;10;4;1;1;1;1075.2061852;1627.5217986
32025;2;20250300010499;2;2;6;10;4;1;1;1;1075.2061852;1627.5217986
32025;2;20250300010500;2;2;6;10;20;3;3;6;1667.1026923;187.62490556
32025;2;20250300010551;2;2;13;13;14;1;1;6;4414.8805797;144.23103777
32025;2;20250300010553;2;2;14;10;7;3;1;6;1713.034619;654.29670841
32025;2;20250300010577;2;2;11;10;5;3;1;6;807.09089285;407.4586728
32025;2;20250300010578;2;2;8;10;4;1;2;6;1136.4794632;578.86816461
32025;2;20250300010579;2;2;6;10;3;1;1;6;829.43154577;1010.4883152
32025;2;20250300010580;2;2;5;10;3;1;1;6;565.77960293;1448.0661349
32025;2;20250300010581;2;2;5;10;4;1;1;6;688.47808256;1274.6826002
32025;2;20250300010582;2;2;5;10;2;1;1;6;439.15013123;1645.0334622
32025;2;20250300010583;2;2;14;10;3;3;1;6;1569.7204682;253.99072032
32025;2;20250300010586;2;2;2;10;3;1;2;6;1010.1418902;267.94741685
32025;2;20250300010587;2;2;7;10;7;3;3;6;658.66793895;145.10930339
32025;2;20250300010588;2;2;13;10;1;1;2;6;1221.9157538;797.95323655
32025;2;20250300010589;2;2;6;10;4;1;1;1;1075.2061852;1627.5217986
32025;2;20250300010590;2;2;6;10;4;1;1;6;972.18167889;1014.9537139
32025;2;20250300010591;2;2;6;10;7;3;1;6;919.21974642;534.80571911
32025;2;20250300010592;2;2;1;10;3;2;1;6;663.99520359;2928.5536675
32025;2;20250300010655;2;2;13;10;4;3;3;6;1185.469052;614.71003393
32025;2;20250300010656;2;2;15;1;2;3;1;6;455.04357789;1549.8606278
32025;2;20250300010689;2;2;6;10;1;1;2;6;538.78305175;490.92813764
32025;2;20250300010691;2;2;6;10;9;1;1;6;1885.8073072;518.7892247
32025;2;20250300010692;2;2;12;10;14;1;3;6;2021.8238886;179.65213798
32025;2;20250300010693;2;2;5;10;2;1;1;6;439.15013123;2467.5501932
32025;2;20250300010694;2;2;5;10;2;1;2;6;595.215933;806.28995148
32025;2;20250300010695;2;2;5;10;2;1;1;6;439.15013123;2467.5501932
32025;2;20250300010696;2;2;13;10;3;1;1;6;1587.745271;808.50034372
32025;2;20250300010697;2;2;7;10;8;1;1;6;1347.5512883;310.57279031
32025;2;20250300010717;2;2;8;9;1;1;3;6;437.10057596;818.06084857
32025;2;20250300010719;2;2;15;9;3;3;1;6;1703.0315146;599.12857457
32025;2;20250300010720;2;2;8;9;30;3;3;6;1402.2337752;953.49104181
32025;2;20250300010721;2;2;6;9;1;1;2;6;575.74161451;405.31191354
32025;2;20250300010722;2;2;6;9;3;1;2;6;1054.1069787;244.88555933
32025;2;20250300010723;2;2;6;9;3;1;2;6;1054.1069787;244.88555933
32025;2;20250300010724;2;2;3;9;2;1;2;6;769.24797627;2429.0485459
32025;2;20250300010727;2;2;13;9;3;1;1;6;1628.7630565;4574.4793331
32025;2;20250300010728;2;2;3;9;4;1;2;6;1059.0355842;1421.3749032
32025;2;20250300010729;2;2;15;5;1;3;2;6;2069.2084699;3059.8073571
32025;2;20250300010759;2;2;1;9;6;1;1;6;1109.7072541;298.45244622
32025;2;20250300010760;2;2;1;9;6;1;1;6;1109.7072541;1193.8097849
32025;2;20250300010762;2;2;1;9;3;1;2;6;944.47018548;804.12628529
32025;2;20250300010807;2;2;8;1;5;3;3;6;678.44545434;436.28688464
32025;2;20250300010808;2;2;14;9;3;1;1;6;1341.4374603;432.58711796
32025;2;20250300010809;2;2;8;9;3;1;1;6;798.42592524;1196.6234322
32025;2;20250300010810;2;2;13;9;5;1;1;6;2043.7719236;907.01321402
32025;2;20250300010811;2;2;6;9;5;3;1;6;670.20364746;285.27619283
32025;2;20250300010813;2;2;11;9;14;3;3;6;1076.7251329;178.14297862
32025;2;20250300010814;2;2;6;9;2;1;1;6;733.12657716;642.77616148
32025;2;20250300010815;2;2;6;9;3;1;1;1;1051.2203095;801.17472897
32025;2;20250300010816;2;2;5;9;3;1;2;6;842.40441758;518.19048445
32025;2;20250300010817;2;2;3;9;3;1;2;6;1008.7057526;1858.1142704
32025;2;20250300010819;2;2;3;9;15;3;1;6;828.83520067;2271.0505965
32025;2;20250300010820;2;2;1;9;5;3;3;6;631.00354051;848.42678545
32025;2;20250300010823;2;2;15;9;4;1;2;6;2323.7875211;1303.4847206
32025;2;20250300010858;2;2;1;9;2;1;1;6;672.7700348;2298.1336618
32025;2;20250300010859;2;2;1;9;4;1;1;6;995.35561494;1171.2246694
32025;2;20250300010860;2;2;1;1;2;1;2;6;743.79153146;2569.5197532
32025;2;20250300010884;2;1;3;17;3;1;2;6;652.38821416;2940.579517
32025;2;20250300010890;2;1;3;17;2;1;2;6;481.90903621;4735.3532147
32025;2;20250300010891;2;1;6;1;18;1;1;6;2291.4730578;98.914292989
32025;2;20250300010897;2;1;3;7;2;1;2;6;415.50261264;5469.0017753
32025;2;20250300010903;2;1;11;1;37;2;1;6;2530.414584;579.47818819
32025;2;20250300010914;2;1;8;10;9;3;1;6;645.76656228;403.443207
32025;2;20250300010918;8;1;2;1;35;2;1;6;2382.7662071;85.07286365
32025;2;20250300010928;2;3;4;10;60;2;1;6;8019.3131913;2.4625428854
32025;2;20250300010929;2;3;4;6;3;3;1;6;845.68067997;42.96873672
32025;2;20250300010931;2;3;4;1;62;2;1;6;7267.103292;0.2609931141
32025;2;20250300010934;2;3;4;10;22;1;1;1;4820.6911421;4.6479722173
32025;2;20250300010935;2;3;4;16;7;1;1;6;2015.7564357;59.206888048
32025;2;20250300010938;2;1;9;4;31;3;1;6;2103.1601289;290.05458901
32025;2;20250300010941;2;1;3;9;1;1;3;6;310.29028339;2616.2158196
32025;2;20250300010943;2;1;6;1;32;3;3;6;2613.960137;16.121240685
32025;2;20250300010946;2;1;1;10;35;2;1;6;2558.2737515;228.86151037
32025;2;20250300011004;2;2;7;12;5;1;2;6;945.88664177;422.84975471
32025;2;20250300011006;2;2;5;3;60;2;3;6;4185.3179125;1472.6749541
32025;2;20250300011007;2;2;7;3;5;1;3;6;884.90612197;112.22830828
32025;2;20250300011008;2;2;7;10;3;1;1;6;820.47368502;215.62338331
32025;2;20250300011055;2;2;8;4;1;1;2;6;447.11466111;25.82965379
32025;2;20250300011056;2;2;8;4;3;3;3;6;586.89703061;12.639048246
32025;2;20250300011057;2;2;8;4;7;3;2;6;715.1505959;27.491032186
32025;2;20250300011058;2;2;8;4;3;1;1;6;888.75048417;32.432879451
32025;2;20250300011081;2;2;12;13;4;1;2;6;1639.2022858;323.46093378
32025;2;20250300011082;2;2;12;13;4;1;2;6;1639.2022858;323.46093378
32025;2;20250300011083;2;2;13;13;4;1;1;6;2370.5059508;2043.6753402
32025;2;20250300011084;2;2;12;13;30;1;3;6;5034.0682219;0.0191748884
32025;2;20250300011085;2;2;12;13;1;1;1;6;575.06346908;976.02282564
32025;2;20250300011118;2;2;14;13;7;1;1;6;2586.1179415;358.35820667
32025;2;20250300011123;2;2;13;13;30;1;2;6;10428.009098;0.5277912899
32025;2;20250300011124;2;2;5;12;6;1;3;6;968.45739123;510.92316753
32025;2;20250300011125;2;2;4;9;9;1;1;6;1663.1618335;33.838731226
32025;2;20250300011126;2;2;3;13;6;1;1;6;1198.0790948;254.72191124
32025;2;20250300011127;2;2;12;13;4;1;1;6;1034.7166455;659.94132606
32025;2;20250300011128;2;2;12;10;5;1;2;6;1522.9675346;386.16441493
32025;2;20250300011129;2;2;8;7;21;3;3;6;1331.4194034;238.45980254
32025;2;20250300011130;2;2;12;13;5;1;1;6;1754.1996161;459.73804367
32025;2;20250300011131;2;2;14;13;6;1;3;6;2821.3642969;456.97497868
32025;2;20250300011132;2;2;14;13;3;1;1;6;2362.0714093;508.48562541
32025;2;20250300011134;2;2;14;13;5;3;1;6;2243.2629099;1277.468498
32025;2;20250300011135;2;2;3;9;6;1;3;6;1115.9490436;126.6377096
32025;2;20250300011136;2;2;13;13;30;1;3;6;8184.0780896;0.3777810347
32025;2;20250300011137;2;2;15;13;3;1;1;6;1519.3152987;409.29991376
32025;2;20250300011138;2;2;15;10;30;3;1;6;3148.4335802;252.33755854
32025;2;20250300011174;2;2;12;13;4;1;1;6;1409.3396302;329.97066303
32025;2;20250300011175;2;2;15;13;8;1;1;6;3373.512856;95.893645546
32025;2;20250300011176;2;2;12;8;5;1;2;1;2254.1267494;1743.2833633
32025;2;20250300011198;2;2;13;13;50;2;3;6;9238.9814349;8841.6903853
32025;2;20250300011200;2;2;1;13;1;1;2;6;581.10533027;1519.3004068
32025;2;20250300011206;2;2;3;13;4;1;2;6;1492.9359007;395.00326367
32025;2;20250300011207;2;2;3;13;4;1;2;6;1492.9359007;395.00326367
32025;2;20250300011208;2;2;3;7;6;1;1;6;1274.0625888;74.173185207
32025;2;20250300011209;2;2;8;9;7;1;1;6;1331.7069336;143.72105838
32025;2;20250300011211;2;2;12;13;7;3;3;6;900.53724987;527.21634485
32025;2;20250300011214;2;2;12;13;4;1;1;6;1518.9768504;1649.8533151
32025;2;20250300011215;2;2;12;7;3;1;2;6;1020.2657401;1455.3871915
32025;2;20250300011216;2;2;12;13;2;1;1;6;1035.6085422;679.93139196
32025;2;20250300011217;2;2;14;9;6;3;1;6;1631.1478418;508.1618119
32025;2;20250300011218;2;2;14;13;2;1;1;6;2027.6865891;675.2884648
32025;2;20250300011221;2;2;14;10;23;1;1;6;5156.2867967;885.62104857
32025;2;20250300011222;2;2;14;13;7;1;1;6;3065.0948108;347.56304517
32025;2;20250300011223;2;2;15;13;15;3;1;6;2054.2775925;618.15244895
32025;2;20250300011224;2;2;15;1;2;3;1;6;481.02894037;350.33825587
32025;2;20250300011225;2;2;15;13;2;1;3;6;1089.5829036;405.55293565
32025;2;20250300011313;2;2;5;4;3;1;2;6;919.13885698;556.93246448
32025;2;20250300011314;2;2;5;4;2;1;1;6;558.31741044;184.91256928
32025;2;20250300011315;2;2;9;4;2;1;1;6;523.42932058;1249.1588422
32025;2;20250300011316;2;2;5;4;2;1;1;6;558.31741044;369.82513857
32025;2;20250300011317;2;2;1;4;7;1;1;1;1417.4320198;2886.4228991
32025;2;20250300011318;2;2;1;4;14;1;1;1;2092.0972819;483.45387735
32025;2;20250300011319;2;2;1;4;14;1;1;1;2092.0972819;483.45387735
32025;2;20250300011320;2;2;1;4;7;1;1;1;1254.4919749;1443.2114495
32025;2;20250300011324;2;2;8;4;3;1;1;6;939.74956087;168.74074446
32025;2;20250300011325;2;2;8;4;7;1;1;1;1413.0534563;204.97335077
32025;2;20250300011326;2;2;8;4;7;1;1;1;1370.200661;204.97335077
32025;2;20250300011327;2;2;8;4;7;1;1;1;1370.200661;102.48667538
32025;2;20250300011328;2;2;8;4;4;1;1;1;757.30041235;636.81532969
32025;2;20250300011435;2;2;5;4;3;3;2;6;396.04522041;329.52874061
32025;2;20250300011436;2;2;5;4;2;1;1;6;558.31741044;369.82513857
32025;2;20250300011437;2;2;1;4;7;1;1;1;1417.4320198;1443.2114495
32025;2;20250300011438;2;2;1;4;13;1;1;1;2003.306813;565.20839969
32025;2;20250300011440;2;2;1;4;4;1;1;6;1078.5196128;1438.1694785
32025;2;20250300011444;2;2;8;4;7;1;1;6;1337.7108654;63.912650445
32025;2;20250300011445;2;2;8;4;7;1;1;1;1370.200661;102.48667538
32025;2;20250300011446;2;2;8;4;4;1;1;1;979.04494499;212.27177656
32025;2;20250300011447;2;2;8;4;7;1;1;1;1370.200661;204.97335077
32025;2;20250300011508;2;2;12;2;7;3;3;6;981.4126403;554.43720037
32025;2;20250300011518;2;2;12;2;5;1;1;6;1217.9803168;3214.9833415
32025;2;20250300011519;2;2;12;2;7;3;2;6;849.97848848;1549.1890714
32025;2;20250300011520;2;2;12;2;5;1;2;6;1430.8702545;1050.5191625
32025;2;20250300011553;2;2;15;9;3;1;1;6;676.56284946;3942.9275834
32025;2;20250300011556;2;2;15;9;2;1;1;6;677.89417003;2160.1130868
32025;2;20250300011557;2;2;15;9;4;1;1;6;796.88718948;3454.6364499
32025;2;20250300011558;2;2;1;9;5;1;1;1;1104.2310597;1340.766814
32025;2;20250300011559;2;2;14;9;6;1;1;6;2293.1641717;230.70082796
32025;2;20250300011560;2;2;1;9;3;1;2;6;944.47018548;804.12628529
32025;2;20250300011561;2;2;14;13;6;1;1;6;2509.3609447;1516.3126465
32025;2;20250300011585;2;2;13;9;2;1;1;1;1850.7589987;16442.497497
32025;2;20250300011587;2;2;13;9;7;3;1;6;1477.5611304;5347.631116
32025;2;20250300011610;2;2;6;10;14;1;1;6;2039.6608396;104.1255877
32025;2;20250300011612;2;2;11;9;3;1;1;6;962.44321554;489.05624499
32025;2;20250300011613;2;2;6;9;40;3;3;6;1727.7041949;200.16584275
32025;2;20250300011614;2;2;6;2;4;1;2;6;1004.5210857;356.33761974
32025;2;20250300011615;2;2;6;9;3;1;2;6;1054.1069787;244.88555933
