mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
12025;2;20250100025570;2;2;4;1;7;1;1;6;1497.4201692;774.05061935
12025;2;20250100025589;2;2;13;1;10;1;1;6;3580.6783859;688.97544713
12025;2;20250100025591;2;2;7;1;4;1;1;6;801.08998936;173.32148641
12025;2;20250100025611;2;2;1;1;10;1;1;6;1794.3066818;889.53842426
12025;2;20250100025612;2;2;5;1;1;1;2;1;493.73852323;414.02861051
12025;2;20250100025615;2;2;1;1;30;3;1;6;2305.3093565;313.1329296
12025;2;20250100025616;2;2;1;1;11;1;1;6;1734.4998491;926.10966858
12025;2;20250100025617;2;2;1;1;7;1;1;1;1472.5396398;2036.7335423
12025;2;20250100025618;2;2;1;4;8;2;1;6;1537.1999947;2252.7441043
12025;2;20250100025619;2;2;1;4;5;1;1;6;1170.732429;191.1449868
12025;2;20250100025620;2;2;1;4;5;3;1;6;1011.5934555;517.11420039
12025;2;20250100025621;2;2;1;4;3;3;1;6;558.3259002;250.41920229
12025;2;20250100025653;2;2;1;4;8;1;1;1;1650.0602737;285.86919262
12025;2;20250100025654;2;2;1;4;9;1;1;6;1581.8927105;92.20447699
12025;2;20250100025655;2;2;1;4;6;3;1;6;738.67328223;258.55710019
12025;2;20250100025656;2;2;8;4;6;3;2;6;685.05871032;132.56805621
12025;2;20250100025657;2;2;8;4;7;3;1;6;713.68389395;158.09239585
12025;2;20250100025658;2;2;8;4;7;3;1;6;842.87865546;1106.646771
12025;2;20250100025660;2;2;8;4;3;3;1;6;580.6857244;316.18479171
12025;2;20250100025661;2;2;8;4;6;3;1;6;362.9078237;158.09239585
12025;2;20250100025688;2;2;11;4;4;1;1;6;1242.5589165;121.18885515
12025;2;20250100025689;2;2;1;4;7;1;1;6;1081.847719;265.51401874
12025;2;20250100025690;2;2;1;4;5;3;1;6;896.55674233;500.83840457
12025;2;20250100025717;2;2;1;4;4;3;3;6;502.61966873;137.66913767
12025;2;20250100025718;2;2;1;4;7;1;1;1;1381.8768693;171.5102521
12025;2;20250100025719;2;2;1;4;9;1;1;1;1438.6986663;119.11998596
12025;2;20250100025720;2;2;12;4;3;1;1;6;1486.2254396;723.14056785
12025;2;20250100025721;2;2;1;4;4;1;1;6;786.4574067;458.71784325
12025;2;20250100025722;2;2;1;4;7;1;1;6;1458.3239129;265.51401874
12025;2;20250100025733;2;2;7;5;18;1;1;6;2496.1589503;1.5143286514
12025;2;20250100025735;2;2;7;5;7;1;1;6;1442.6911125;162.38572057
12025;2;20250100025738;2;2;9;5;14;1;1;1;2353.2142088;457.80039901
12025;2;20250100025739;2;2;1;5;21;1;1;6;3927.6883964;354.78640923
12025;2;20250100025740;2;2;11;5;42;3;1;6;3027.4201792;1220.0733954
12025;2;20250100025742;2;2;11;5;21;1;1;6;3646.1182548;416.22608637
12025;2;20250100025743;2;2;11;5;7;2;1;6;1713.9602211;899.31681644
12025;2;20250100025744;2;2;11;5;7;1;1;6;1945.1184697;464.3843896
12025;2;20250100025771;2;2;2;5;35;3;1;6;3117.2576104;402.93170204
12025;2;20250100025772;2;2;2;5;7;3;1;6;1071.2244589;390.24971785
12025;2;20250100025773;2;2;2;5;10;1;1;1;1962.885862;494.04994197
12025;2;20250100025791;2;2;5;5;5;1;1;1;1073.1276571;1246.0542014
12025;2;20250100025792;2;2;5;5;7;1;1;6;1341.6190583;737.72299816
12025;2;20250100025793;2;2;5;5;6;1;1;6;1222.4329577;843.52666509
12025;2;20250100025794;2;2;5;5;7;3;1;6;1035.5670256;512.54465204
12025;2;20250100025797;2;2;3;5;6;1;1;1;1216.8569637;757.96395786
12025;2;20250100025798;2;2;13;5;4;1;1;6;1829.957756;1673.0329238
12025;2;20250100025799;2;2;3;5;60;3;1;6;3615.4891716;584.75305779
12025;2;20250100025800;2;2;12;5;14;1;1;6;2340.1301566;548.65627474
12025;2;20250100025802;2;2;9;5;10;3;3;6;1264.7017965;240.73241961
12025;2;20250100025803;2;2;11;5;5;3;1;6;1365.382619;590.83623342
12025;2;20250100025804;2;2;11;5;7;2;1;6;1883.1108512;899.31681644
12025;2;20250100025805;2;2;11;5;9;1;1;6;1789.6894145;733.4737488
12025;2;20250100025809;2;2;11;5;12;1;1;6;2010.4571775;954.90906062
12025;2;20250100025812;2;2;1;5;12;1;1;1;1699.4162765;1907.5838099
12025;2;20250100025832;2;2;12;5;9;3;1;6;1438.015688;514.22479013
12025;2;20250100025833;2;2;2;5;90;3;1;6;7210.8304266;390.24971785
12025;2;20250100025835;2;2;2;5;3;1;1;6;1327.7700386;538.01594714
12025;2;20250100025851;2;2;5;5;2;1;1;6;826.22464105;1441.852347
12025;2;20250100025852;2;2;5;5;8;3;1;6;1262.6477031;685.71748307
12025;2;20250100025853;2;2;5;5;5;3;1;6;866.90180961;512.54465204
12025;2;20250100025854;2;2;5;5;5;1;1;6;1366.1065675;964.50461283
12025;2;20250100025855;2;2;7;5;6;1;1;6;1264.3415366;74.925071797
12025;2;20250100025856;2;2;1;5;21;1;1;6;2570.9858294;1064.3592277
12025;2;20250100025857;2;2;13;5;10;1;1;6;3627.601405;416.31794875
12025;2;20250100025858;2;2;9;5;6;1;1;1;1381.4005043;553.74471029
12025;2;20250100025859;2;2;9;5;6;3;1;6;980.21309292;452.12076861
12025;2;20250100025860;2;2;9;5;6;1;1;1;1343.4416771;1107.4894206
12025;2;20250100025861;2;2;12;5;6;3;1;6;1354.8154025;667.07640076
12025;2;20250100025862;2;2;11;5;21;1;2;6;3896.9781585;174.51276804
12025;2;20250100025863;2;2;11;5;14;1;1;1;2362.8291008;748.3317413
12025;2;20250100025866;2;2;11;5;18;1;1;6;2989.486783;479.56018092
12025;2;20250100025868;2;2;11;5;6;1;1;6;1606.9859243;422.54055571
12025;2;20250100025869;2;2;1;5;7;1;1;6;1692.8361571;1476.5596729
12025;2;20250100025890;2;2;2;5;7;1;1;6;1808.1682841;351.118192
12025;2;20250100025891;2;2;2;5;8;1;1;1;1638.1583899;407.70919121
12025;2;20250100025892;2;2;6;5;8;1;1;6;1953.0907393;676.79931881
12025;2;20250100025909;2;2;5;5;8;1;1;6;1289.8216675;645.19029989
12025;2;20250100025910;2;2;5;5;14;3;1;6;1536.5987532;1025.0893041
12025;2;20250100025911;2;2;5;5;8;1;1;1;1273.0322062;1250.2927511
12025;2;20250100025912;2;2;5;5;7;1;1;6;1341.6190583;368.86149908
12025;2;20250100025967;2;2;2;9;4;1;2;6;1159.5697155;249.23758076
12025;2;20250100025968;2;2;12;9;4;1;2;6;1376.3443289;328.03159202
12025;2;20250100025969;2;2;2;9;4;1;2;6;1159.5697155;249.23758076
12025;2;20250100025971;2;2;2;9;4;1;2;6;1159.5697155;249.23758076
12025;2;20250100025972;2;2;5;9;15;1;2;6;2098.9521157;7.9957539895
12025;2;20250100025974;2;2;5;9;5;1;2;6;1013.3559218;227.42762144
12025;2;20250100025975;2;2;14;9;3;1;1;6;1574.512536;425.08143654
12025;2;20250100025976;2;2;5;9;3;1;2;6;736.98362965;444.26281742
12025;2;20250100025977;2;2;9;9;4;1;2;6;1072.5561766;219.28702049
12025;2;20250100025979;2;2;14;9;60;3;1;6;4323.727266;595.15531702
12025;2;20250100025981;2;2;9;9;4;3;1;6;509.52543066;493.76260711
12025;2;20250100025982;2;2;7;9;3;1;2;6;807.32200219;99.641880767
12025;2;20250100025983;2;2;7;9;1;1;2;6;368.7311774;285.25210536
12025;2;20250100025984;2;2;7;9;4;1;2;6;976.03218964;58.890934419
12025;2;20250100025985;2;2;7;9;2;1;2;6;645.76715363;168.59138848
12025;2;20250100026057;2;2;12;9;4;1;2;6;947.48790767;328.03159202
12025;2;20250100026058;2;2;12;9;4;1;2;6;1021.8186724;328.03159202
12025;2;20250100026059;2;2;12;9;6;1;2;6;1533.2553926;177.25759754
12025;2;20250100026060;2;2;2;9;5;1;2;6;1436.9276701;183.26738686
12025;2;20250100026061;2;2;5;9;4;1;1;1;895.27545478;979.43653731
12025;2;20250100026062;2;2;14;9;5;1;2;6;1838.2438581;189.74975012
12025;2;20250100026063;2;2;5;9;3;1;1;6;648.54416927;529.80012836
12025;2;20250100026064;2;2;15;9;3;1;1;6;2618.1763892;1399.8981587
12025;2;20250100026065;2;2;3;9;5;3;1;6;543.04878306;607.90027339
12025;2;20250100026066;2;2;9;5;14;3;1;6;1072.55831;738.95096136
12025;2;20250100026067;2;2;9;9;4;1;2;6;1228.3294324;219.28702049
12025;2;20250100026068;2;2;13;9;3;1;1;6;1603.554313;835.59258201
12025;2;20250100026069;2;2;7;9;4;1;2;6;1158.8880086;58.890934419
12025;2;20250100026070;2;2;14;9;6;1;1;6;1708.9807649;165.09878919
12025;2;20250100026071;2;2;11;9;3;1;2;6;1073.4821023;203.17166127
12025;2;20250100026072;8;2;7;9;1;1;2;6;386.14511207;570.50421072
12025;2;20250100026099;2;1;12;9;1;3;3;6;84.437326429;2563.4994581
12025;2;20250100026141;8;1;7;2;1;1;1;6;175.26979184;2614.2400297
12025;2;20250100026152;8;1;3;1;22;3;1;6;963.71688418;1133.4955566
12025;2;20250100026155;2;1;7;1;1;3;3;6;68.199628724;832.48316277
12025;2;20250100026162;8;1;8;9;1;3;1;6;258.19329588;473.87259254
12025;2;20250100026164;2;1;6;1;13;3;1;6;815.40770562;2069.2645012
12025;2;20250100026178;8;1;8;7;7;3;1;6;688.03962575;174.77505737
12025;2;20250100026194;8;1;3;1;8;3;1;6;667.07516571;1411.3034885
12025;2;20250100026224;2;1;3;1;18;1;1;6;1986.2473631;634.83192467
12025;2;20250100026228;8;1;1;1;8;2;3;6;769.22390648;441.27265196
12025;2;20250100026232;2;1;3;1;40;2;1;6;2613.4834264;36.620879957
12025;2;20250100026246;2;1;8;1;35;2;1;6;2475.2796642;1069.6520903
12025;2;20250100026326;2;3;8;1;6;1;2;6;1510.3864273;29.968023788
12025;2;20250100026329;2;3;4;10;2;3;3;6;1677.7608385;35.736490401
12025;2;20250100026330;2;3;4;1;29;3;3;6;4364.6658961;21.916649075
12025;2;20250100026331;2;3;3;16;2;1;1;6;476.41424955;121.19541469
12025;2;20250100026332;2;3;4;3;10;1;1;6;2324.0126935;119.01713522
12025;2;20250100026333;8;3;4;16;2;1;1;6;1242.7329836;142.06831982
12025;2;20250100026378;2;1;3;9;45;3;3;6;1828.5941087;2752.5673504
12025;2;20250100026379;2;1;13;9;4;1;1;6;1136.6728827;604.73555524
12025;2;20250100026383;2;1;6;10;21;1;1;6;2282.6573889;232.00710671
12025;2;20250100026392;2;1;3;9;5;1;2;6;1210.7596795;1378.6103038
12025;2;20250100026393;2;1;2;10;50;3;3;6;3016.9838684;104.32734887
12025;2;20250100026400;2;2;1;9;6;1;1;6;1095.3512866;504.83578527
12025;2;20250100026401;2;2;12;9;4;1;1;6;1176.6292275;792.16003868
12025;2;20250100026403;2;2;1;10;17;3;1;6;1486.9960741;233.07304305
12025;2;20250100026404;2;2;1;9;14;2;1;6;1821.867573;594.86966277
12025;2;20250100026405;2;2;9;9;1;3;1;6;231.83039786;868.55866334
12025;2;20250100026406;2;2;9;9;1;3;1;6;231.83039786;868.55866334
12025;2;20250100026407;2;2;9;9;2;1;2;6;715.81145672;718.77921696
12025;2;20250100026408;2;2;9;9;7;3;3;6;380.05936168;924.93087297
12025;2;20250100026434;2;2;5;9;7;1;2;6;1187.0438362;76.997099227
12025;2;20250100026435;2;2;5;9;5;1;2;6;1013.3559218;150.40806397
12025;2;20250100026436;2;2;5;9;5;1;2;6;1129.0864068;150.40806397
12025;2;20250100026437;2;2;5;9;7;3;1;6;481.29146416;520.19363469
12025;2;20250100026438;2;2;5;9;6;3;1;6;481.67903714;520.19363469
12025;2;20250100026439;2;2;15;9;3;1;1;6;2481.1772651;1560.5239652
12025;2;20250100026441;2;2;3;9;1;1;2;6;508.42924856;583.66631577
12025;2;20250100026442;2;2;14;13;7;3;1;6;2142.6004539;592.00767307
12025;2;20250100026443;2;2;12;5;6;1;1;1;1280.9317685;1237.9528768
12025;2;20250100026444;2;2;12;9;3;3;1;6;849.49616606;902.05024785
12025;2;20250100026445;2;2;12;9;6;1;1;6;1176.8180034;371.84154465
12025;2;20250100026446;2;2;12;9;4;1;1;6;961.09065335;688.12719772
12025;2;20250100026447;2;2;15;9;5;1;2;6;2232.912284;209.19814249
12025;2;20250100026449;2;2;8;9;3;3;1;6;208.37933909;497.56085638
12025;2;20250100026450;2;2;8;9;4;3;3;6;357.10021352;264.92706634
12025;2;20250100026451;2;2;8;9;6;2;1;6;1229.9882496;733.50479904
12025;2;20250100026454;2;2;1;9;4;1;1;6;983.05189218;1084.7917981
12025;2;20250100026456;2;2;1;9;4;1;1;6;983.05189218;1446.3890642
12025;2;20250100026458;2;2;5;9;6;3;3;6;481.67903714;276.97792501
12025;2;20250100026459;2;2;9;9;2;1;2;6;715.81145672;718.77921696
12025;2;20250100026460;2;2;3;9;3;3;3;6;440.54726926;286.26590911
12025;2;20250100026461;2;2;9;9;4;1;1;6;925.35272673;460.00862899
12025;2;20250100026495;2;2;5;9;4;1;1;6;776.39585718;501.3852899
12025;2;20250100026496;2;2;5;9;4;1;2;6;1096.7436134;210.21780628
12025;2;20250100026499;2;2;3;9;4;3;3;6;537.19907924;286.26590911
12025;2;20250100026500;2;2;3;9;3;1;1;6;783.11484925;1034.9330626
12025;2;20250100026501;2;2;12;9;2;1;1;6;661.55148185;2546.8861512
12025;2;20250100026503;2;2;12;9;7;3;1;6;620.6127441;2563.0098293
12025;2;20250100026504;2;2;12;5;6;1;1;6;1389.9107951;1916.4676123
12025;2;20250100026505;2;2;12;9;4;1;2;6;1228.421563;577.02765862
12025;2;20250100026506;2;2;12;9;3;1;2;6;1011.5087062;784.96815263
12025;2;20250100026511;2;2;8;9;2;3;1;6;392.87481239;497.56085638
12025;2;20250100026512;2;2;8;9;5;3;3;6;526.5779019;264.92706634
12025;2;20250100026514;2;2;2;5;7;1;1;6;1813.4060743;175.559096
12025;2;20250100026515;2;2;2;5;7;1;1;6;1771.1013713;351.118192
12025;2;20250100026516;2;2;2;5;5;1;1;6;1674.609751;217.31727188
12025;2;20250100026517;2;2;3;5;7;1;1;6;1462.4916286;527.529417
12025;2;20250100026518;2;2;12;5;10;1;1;6;2123.5044614;841.68664197
12025;2;20250100026519;2;2;12;5;8;1;1;6;1835.6342444;1042.4985916
12025;2;20250100026520;2;2;12;5;7;1;1;6;1688.7110349;1160.213723
12025;2;20250100026521;2;2;8;5;13;1;1;1;2061.5141196;479.71984396
12025;2;20250100026522;2;2;8;5;4;1;1;1;974.1132493;2137.7195789
12025;2;20250100026523;2;2;8;5;7;1;1;6;1545.4693758;1266.8944246
12025;2;20250100026524;2;2;8;5;5;1;1;1;974.033669;977.82584244
12025;2;20250100026525;2;2;11;5;7;1;1;1;1494.4392422;1041.421197
12025;2;20250100026526;2;2;11;5;7;1;1;1;1881.2720614;1041.421197
12025;2;20250100026527;2;2;11;5;7;1;1;1;1494.1139794;1041.421197
12025;2;20250100026528;2;2;11;5;7;1;1;1;1494.1139794;1041.421197
12025;2;20250100026529;2;2;12;5;2;1;1;6;1278.0519257;990.42275051
12025;2;20250100026530;2;2;1;5;9;1;1;6;2095.77919;664.89971312
12025;2;20250100026531;2;2;1;5;21;1;1;6;3386.4050319;354.78640923
12025;2;20250100026532;2;2;1;5;10;2;3;6;2140.5330183;2686.6646899
12025;2;20250100026533;2;2;11;5;7;1;1;1;1509.6044349;2603.5529925
12025;2;20250100026534;2;2;11;5;7;1;1;1;1486.3488255;520.7105985
12025;2;20250100026535;2;2;11;5;10;1;1;6;2318.4406462;349.8242991
12025;2;20250100026536;2;2;11;5;7;1;1;6;1719.076779;806.10903383
12025;2;20250100026537;2;2;12;5;14;1;1;6;2420.7706889;400.63177707
12025;2;20250100026538;2;2;12;5;14;1;1;6;2341.3621271;400.63177707
12025;2;20250100026539;2;2;12;5;14;1;1;1;2297.4782804;517.58063404
12025;2;20250100026541;2;2;11;5;7;1;1;1;1509.6044349;1041.421197
12025;2;20250100026542;2;2;11;5;7;1;1;1;1509.6044349;1041.421197
12025;2;20250100026543;2;2;11;5;7;3;1;6;1220.0971832;305.01834885
12025;2;20250100026544;2;2;6;5;7;1;1;6;1849.0448181;749.03717089
12025;2;20250100026545;2;2;3;5;1;1;1;6;650.49404691;499.15126031
12025;2;20250100026546;2;2;2;5;120;2;3;6;12415.129395;158.13875647
12025;2;20250100026547;2;2;2;5;7;3;1;6;1182.7761926;604.39755306
12025;2;20250100026548;2;2;12;5;6;1;1;1;1358.2375911;1668.1424873
12025;2;20250100026550;2;2;12;5;6;1;1;6;1550.4031693;645.61040845
12025;2;20250100026551;2;2;8;5;7;1;1;1;1355.1962582;1636.7149514
12025;2;20250100026552;2;2;8;5;7;1;1;1;1355.1962582;1636.7149514
12025;2;20250100026553;2;2;11;5;4;1;1;6;1442.9435794;464.3843896
12025;2;20250100026554;2;2;8;5;4;1;1;1;974.1132493;1068.8597895
12025;2;20250100026555;2;2;11;5;7;1;1;1;1397.3432285;1041.421197
12025;2;20250100026556;2;2;11;5;7;1;1;1;1494.1139794;1041.421197
12025;2;20250100026557;2;2;11;5;7;1;1;1;1494.1139794;1041.421197
12025;2;20250100026558;2;2;11;5;14;1;1;6;3211.2876216;579.24399724
12025;2;20250100026559;2;2;1;5;7;1;1;1;1381.8768693;1907.5838099
12025;2;20250100026560;2;2;1;5;3;1;2;6;1264.0209931;763.27078243
12025;2;20250100026561;2;2;1;5;12;1;1;1;1892.785419;1907.5838099
12025;2;20250100026562;2;2;1;5;7;1;1;1;1381.8768693;1907.5838099
12025;2;20250100026563;8;2;11;5;21;1;1;1;3161.7673249;537.72709509
12025;2;20250100026564;2;2;11;5;7;1;1;1;1312.8655168;1041.421197
12025;2;20250100026565;2;2;11;5;7;1;1;1;1127.5237889;2082.842394
12025;2;20250100026566;2;2;11;5;7;1;1;1;1509.6044349;1041.421197
12025;2;20250100026567;2;2;12;5;14;1;1;6;2047.1556086;801.26355414
12025;2;20250100026568;2;2;12;5;14;1;1;6;2341.3621271;400.63177707
12025;2;20250100026569;2;2;12;5;28;1;1;1;3793.6562743;115.74512894
12025;2;20250100026570;2;2;12;5;7;1;1;6;1541.1738097;423.5971655
12025;2;20250100026571;2;2;11;5;7;1;1;1;1813.1167117;1041.421197
12025;2;20250100026572;2;2;11;5;7;1;1;1;1509.6044349;1041.421197
12025;2;20250100026573;2;2;11;5;7;1;1;1;1486.3488255;1041.421197
12025;2;20250100026735;2;2;3;5;6;2;1;6;1232.5806402;890.05756349
12025;2;20250100026736;2;2;3;5;4;1;1;1;761.323441;937.53405051
12025;2;20250100026738;2;2;3;5;6;2;1;6;1232.5806402;890.05756349
12025;2;20250100026775;2;2;11;5;7;1;1;1;1486.8491612;1041.421197
12025;2;20250100026776;2;2;11;5;14;1;1;1;2185.9910676;748.3317413
12025;2;20250100026778;2;2;11;5;7;1;1;1;1227.983385;2082.842394
12025;2;20250100026779;2;2;1;5;10;1;1;1;1538.6567888;3260.7411997
12025;2;20250100026780;2;2;1;5;7;1;1;6;1569.9922548;1476.5596729
12025;2;20250100026781;2;2;8;5;7;1;1;1;1217.1952464;1636.7149514
12025;2;20250100026782;2;2;1;5;14;1;1;1;2070.987872;1322.3810335
12025;2;20250100026783;2;2;8;5;14;1;1;1;2049.4697914;877.72496484
12025;2;20250100026800;2;2;8;5;21;3;1;6;1556.1969638;642.32519117
12025;2;20250100026801;2;2;8;5;14;1;1;1;2122.7188314;877.72496484
12025;2;20250100026802;2;2;8;5;5;1;1;1;1123.8392507;1955.6516849
12025;2;20250100026803;2;2;4;5;7;1;1;1;1404.3199398;1479.3329956
12025;2;20250100026804;2;2;4;5;7;1;1;1;1357.1339756;1479.3329956
12025;2;20250100026805;2;2;4;5;10;3;3;6;1206.4090985;378.69580507
12025;2;20250100026806;2;2;14;13;13;1;1;6;4716.3951389;135.5278508
12025;2;20250100026808;2;2;14;13;17;3;1;6;3821.2395627;854.48228329
12025;2;20250100026810;2;2;14;13;2;1;1;6;2091.7097371;1425.6859024
12025;2;20250100026811;2;2;8;13;11;1;2;6;2716.977533;64.079943607
12025;2;20250100026812;2;2;8;13;3;1;2;6;1535.5871179;426.22368732
12025;2;20250100026813;2;2;8;13;4;1;1;6;1541.3284814;802.18629438
12025;2;20250100026814;2;2;4;13;3;1;1;6;1093.3207883;879.51071977
12025;2;20250100026815;2;2;7;13;1;1;2;6;446.99197432;559.85059797
12025;2;20250100026816;2;2;7;13;3;1;2;6;971.12751298;205.70841643
12025;2;20250100026817;2;2;7;13;3;1;2;6;1030.9978963;411.41683286
12025;2;20250100026818;2;2;7;13;3;1;2;6;1030.9978963;1028.5420822
12025;2;20250100026858;2;2;14;13;6;1;1;6;2850.2973298;894.02547838
12025;2;20250100026860;2;2;12;9;5;1;1;6;1501.338106;445.80192882
12025;2;20250100026861;2;2;12;15;4;1;2;6;1597.6887716;1256.0781599
12025;2;20250100026862;2;2;14;13;3;1;1;6;2418.8797648;1066.8365012
12025;2;20250100026863;2;2;12;5;10;1;2;6;2144.474853;461.61290096
12025;2;20250100026864;2;2;12;13;6;3;3;6;750.40153547;742.2997263
12025;2;20250100026865;2;2;12;9;20;1;1;6;3109.663273;10.00594206
12025;2;20250100026866;2;2;15;13;3;1;1;6;3279.4526254;855.1165511
12025;2;20250100026905;2;2;3;13;2;1;1;6;804.80481554;1114.3091931
12025;2;20250100026906;2;2;14;13;3;3;3;6;1935.827527;368.60047264
12025;2;20250100026907;2;2;3;1;5;3;1;6;567.22640337;292.85259094
12025;2;20250100026908;2;2;3;13;30;1;3;6;4176.6253352;0.0025172237
12025;2;20250100026909;2;2;14;13;2;1;1;6;2090.5366557;712.84295122
12025;2;20250100026910;2;2;14;13;150;2;3;6;11002.379498;1605.7624041
12025;2;20250100026914;2;2;14;4;14;3;1;6;2218.9274784;522.88459615
12025;2;20250100026915;2;2;14;13;21;3;1;6;3519.8859564;670.48169171
12025;2;20250100026916;2;2;6;13;4;1;1;6;1479.3390801;1450.7205903
12025;2;20250100026917;2;2;8;13;5;1;1;6;1603.5131943;316.50517065
12025;2;20250100026918;2;2;8;13;2;1;2;6;1019.3084423;540.13462025
12025;2;20250100026921;2;2;7;13;6;3;3;6;496.60358177;308.86983202
12025;2;20250100026922;2;2;7;13;3;1;1;6;868.47875198;490.63005571
12025;2;20250100026923;2;2;7;13;4;1;1;6;1018.6445253;148.70107594
12025;2;20250100026924;2;2;7;13;3;1;2;6;729.17583238;205.70841643
12025;2;20250100026960;2;2;15;9;2;1;1;1;539.54573735;4810.7488424
12025;2;20250100026963;2;2;12;7;60;2;3;6;3237.8798127;1699.5967571
12025;2;20250100026964;2;2;12;13;6;1;1;6;1397.4796287;470.80100482
12025;2;20250100026966;2;2;12;13;1;3;2;6;450.60448755;1169.033843
12025;2;20250100026967;2;2;12;13;43;2;3;6;3923.0206728;3233.7370175
12025;2;20250100027002;2;2;3;13;2;1;2;6;880.76828256;467.20085094
12025;2;20250100027004;2;2;3;13;30;2;3;6;2761.381743;1618.2637697
12025;2;20250100027005;2;2;3;13;1;3;3;6;372.20768053;371.47014332
12025;2;20250100027006;2;2;3;13;3;1;2;6;1207.3028268;307.88217977
12025;2;20250100027042;2;2;15;1;3;2;1;6;759.11272382;2001.5038636
12025;2;20250100027043;2;2;15;1;4;2;1;6;928.539521;2001.5038636
12025;2;20250100027045;2;2;15;1;6;3;1;6;1056.0345559;444.98174465
12025;2;20250100027068;2;2;12;1;6;2;2;6;1463.7395621;2384.239715
12025;2;20250100027069;2;2;1;1;21;2;1;6;2320.8499517;2816.9100236
12025;2;20250100027071;2;2;1;1;5;3;1;6;768.90066673;323.30884178
12025;2;20250100027072;2;2;1;1;1;1;2;1;530.89165896;670.57273716
12025;2;20250100027091;2;2;2;1;5;3;1;6;844.17753641;470.4743739
12025;2;20250100027092;2;2;2;1;14;2;1;6;2350.1509178;2116.1683337
12025;2;20250100027093;2;2;2;1;7;2;1;6;1266.4941672;2116.1683337
12025;2;20250100027094;2;2;2;1;4;1;1;6;1095.3677548;719.37625609
12025;2;20250100027096;2;2;6;1;3;1;1;6;944.97878072;1232.4682974
12025;2;20250100027117;2;2;12;1;3;1;1;6;940.40547537;509.71380874
12025;2;20250100027118;2;2;12;1;2;3;1;6;571.29113316;316.06599735
12025;2;20250100027120;2;2;12;1;3;1;1;6;970.10885184;1019.4276175
12025;2;20250100027122;2;2;12;1;6;1;2;6;1263.9623975;363.03125382
12025;2;20250100027160;2;2;15;1;10;3;1;6;1477.7878163;444.98174465
12025;2;20250100027162;2;2;15;1;5;3;1;6;375.11474483;444.98174465
12025;2;20250100027163;2;2;15;1;3;1;1;6;799.4850155;639.61903115
12025;2;20250100027188;2;2;1;1;18;1;1;6;2508.7837993;2455.7059035
12025;2;20250100027189;2;2;12;1;4;1;1;6;1297.7486539;482.71371204
12025;2;20250100027190;2;2;1;1;5;1;1;6;1145.3530953;727.23736351
12025;2;20250100027191;2;2;1;1;9;1;1;6;1766.2896062;1708.8226915
12025;2;20250100027206;2;2;2;1;4;3;1;6;870.45228836;435.91861985
12025;2;20250100027207;2;2;2;1;3;1;1;6;915.10538109;759.39161267
12025;2;20250100027208;2;2;12;1;4;1;1;6;1201.0821215;965.42742408
12025;2;20250100027209;2;2;2;1;6;3;1;6;744.36551008;242.88171339
12025;2;20250100027234;2;2;1;1;6;3;1;6;637.6391385;323.30884178
12025;2;20250100027235;2;2;12;1;3;1;1;6;940.40547537;1019.4276175
12025;2;20250100027236;2;2;12;1;1;1;1;6;623.24811027;1136.6582862
12025;2;20250100027237;2;2;12;1;7;3;1;6;786.79148046;632.1319947
12025;2;20250100027385;2;2;3;4;6;3;3;6;207.42117487;147.11274934
12025;2;20250100027387;2;2;3;4;4;1;1;6;648.56739991;86.54820184
12025;2;20250100027556;2;2;3;4;6;1;1;1;1379.5165351;130.52525836
12025;2;20250100027557;2;2;3;4;7;3;3;6;651.42023647;220.66912402
12025;2;20250100027559;2;2;3;4;2;1;2;6;656.50619747;124.34034405
12025;2;20250100027561;2;2;3;4;5;3;3;6;704.78917077;147.11274934
12025;2;20250100027607;2;2;8;12;1;3;2;6;211.47599189;673.12891107
12025;2;20250100027608;2;2;8;12;2;1;2;6;635.95426421;1168.3337168
12025;2;20250100027609;2;2;9;12;7;3;1;6;783.70209229;1348.3899111
12025;2;20250100027610;2;2;9;12;13;3;3;6;1181.8537474;1390.7106267
12025;2;20250100027641;2;2;15;9;31;1;2;6;5284.8836317;0.0320776122
12025;2;20250100027642;2;2;14;9;6;1;1;6;1967.6551856;330.19757838
12025;2;20250100027643;2;2;15;9;30;2;3;6;2538.1871578;2203.8298128
12025;2;20250100027672;2;2;3;9;6;1;2;6;1209.6145894;114.12825321
12025;2;20250100027673;2;2;3;9;15;3;1;6;1068.8589844;588.76705153
12025;2;20250100027674;2;2;3;9;3;1;2;6;852.44503583;327.085841
12025;2;20250100027675;2;2;3;9;5;1;2;6;1174.4792832;162.11232273
12025;2;20250100027679;8;2;4;9;1;3;1;6;343.13472968;583.86488681
12025;2;20250100027682;2;2;5;9;4;1;2;6;659.4966928;317.86417832
12025;2;20250100027683;2;2;12;9;5;1;2;6;1068.643515;241.13500766
12025;2;20250100027684;2;2;5;9;5;1;2;6;927.46185613;227.42762144
12025;2;20250100027685;2;2;15;9;30;3;1;6;4994.5677961;950.10703172
12025;2;20250100027686;2;2;8;9;3;1;2;6;1049.1108347;466.13285834
12025;2;20250100027687;2;2;8;9;10;1;2;6;1667.2347697;59.834996089
12025;2;20250100027688;2;2;8;9;2;1;2;6;718.78810487;624.99226084
12025;2;20250100027689;2;2;8;9;3;1;1;6;846.0066621;555.88097517
